qr_code,qr_image_base64,generated_time,is_printed,is_distributed,notes
QR_0011,iVBORw0KGgoAAAANSUhEUgAAASIAAAEiAQAAAAB1xeIbAAABbUlEQVR4nO2aQW6DMBBF39RIWZob9Cjm6HCU3ACWlRz9LjARJKrajUMK4wUS9pP4+oy+7AETv4/h4w8QOOWUU0459e6UldFg3dQA0zLT7arrFFSSJI1l0jqCJElb6vW6TkFNpcbVczMAzKzZX9eRqebh3iBkq/lEp36i1HMz9S98olNRKo7HjHWApLy/riNTJXOGOWYClq4XGUvo76brDNTs/aqxMHx+GcRtq+Fd1R+Bsm4yYzCzstGcGhjam+/va1LM+/gegJhRH/OyMN5X31X9/6ZYjlChnK3SuHkfyb2vRt19DoKYmYt/Dp4oed2/groZ6dpAGoOsixn1k59rq1JoO1Z1n0Y8c2pS97wHIIikPDsOS0PNva9DFe9LHzOsHZ+L372vTq36mNsW5s66jkw99THT2JqYWhMxN9pL1ympoQ2yDoDp4t9OalKPea8+anXxvK9IPfcxx7Ji0GTPnIqU+b9RTjnllFOnoL4B8kPy5EhGKOwAAAAASUVORK5CYII=,2025-07-14 20:41:11,0,0,
QR_0012,iVBORw0KGgoAAAANSUhEUgAAASIAAAEiAQAAAAB1xeIbAAABhklEQVR4nO2aQW6DMBBF3xSkLo3UA+Qo5mo9Um+Aj5Ib4GUkR9OF7Ygki3ZDcGC8Az+Jr5lh/Bkhyt8rfPwDAqOMMsooo1qnpKwekQFkjPXOuKmuQ1BeVVVnUD336ESnqqp6T71e1yGoeKvxukSkX/OJRj1SMrrLYxZa0HUIKgzds+VvQNcOqdpWnAIR8D+CEmGZgVbV74IKIiIyANCpjFyzzdla166pXPeLGg8DUl6DLXUdh5KR4urBJfS7vgYybqpr31St+/iVwKVe4Yp4BYh92kzXESjyN9TkEqrz7d58v9uq+vemcnTxc1cToKo65Y1ksV+TKrHHqQJdzgLQ5QTkYYPFfhVq4XOytQmnBHAVcDOyla4jUCxHZpSSB5fAz9bvV6Vqv89zzNL08bkPJes5r6DqHFPG2KNTLIPkzXXtmeofrpU4IH66CP5cRwrNqn9v6jH25QMrDhBOt3OgVfX7oFxx9QT5VMLQiq49U08+Z+HvXT2E7axdhRL7N8ooo4wy6hDULzAN0B5LKxBKAAAAAElFTkSuQmCC,2025-07-14 20:41:11,0,0,
QR_0013,iVBORw0KGgoAAAANSUhEUgAAASIAAAEiAQAAAAB1xeIbAAABgklEQVR4nO2YTWrDMBCFv2kMWdqQA+Qo1s16NesouYG1DLi8LiTHSVtoF/VP4tFCWOIDP8RoNPNM/D7i2x8gcMopp5xyauuUlVFBbADSuBNW1bULqpUk9WAhmVngIEnSI7W8rl1QqcS4unpAHZCvwdq6dkW1l6MsLPnH3VLVl7VRD/P+0alxjGdfC0igGKp8+PdN11bVPzdVzj4aAAes7U8AH7aurj1Q+eynGBdcrVyDNXXth7KQqjwRG0qdE6bg37b6Z6Ue3tp6wNrLUZAaFJve6/s5KUoLNVb1tJLGaShNV7dV9c9NTfleRt1jeZlOA3DwuF+MSlWeLABEG7/W1vWiVM4508h7XS3R9sXU8ZwzJzX5mJIG8g2I56v7mAtQNx+T2ICF/PR6vl+EGn1Me79UqMtJ3+v7WamvXpriWVCMhVvDu1X1r0VZoOScezd5fV2vSH3zMQGU+9rz1TzuZ6SYKktKM3XI5SXU3tfOSv3gY4JgyL3uarqccsopp5z6X+oTkfCzO/b80SUAAAAASUVORK5CYII=,2025-07-14 20:41:11,0,0,
QR_0014,iVBORw0KGgoAAAANSUhEUgAAASIAAAEiAQAAAAB1xeIbAAABiUlEQVR4nO2aQY6jMBBF3x+QsjQ3yFHw1fpm5ih9A7wciejPAkynI426NwkEXAuE8ZP8ZZWryiVkfrbhzy8gqFSlKlWpSu2d0mItUneTYi5f4qa6TkH1tu0RnPLFTjS2bX+nXq/rFFRefZybAJDUbq/rTJQijRVfuGKlvixMr17xrFQJK8FABuDWmgz3l669qj8ENUiSOqD/vFiR21zmbK3r0NTs93c+PnRoOQZb6joPpQgoZol+BH+UY6C4qa5jU8XvcwcEo+E6teoNkNuSdveq/r0pvNiEEywPj99m017VH4IadDGECcVgM3RA7+mBer2uQ1OzZ9OPjZ1g7i7ME+uw+v1zqLXOmaA3aJ0RYSzDvap/b4r7lhmNl0eYmCueGu+fR5WYM/cxGzuFqQSe8lb3/rlU6WMq5han3OI0H4NtdR2Zah/GJneoT39F/7kG/72qf2/qce8ZYrlqDdc1D+xV/TGo4FJjjs1S3+9C15Gp/9Q5NHYKJQnXXPsUSvXfqEpVqlKVOgX1D5e9v17lhkZjAAAAAElFTkSuQmCC,2025-07-14 20:41:11,0,0,
QR_0015,iVBORw0KGgoAAAANSUhEUgAAASIAAAEiAQAAAAB1xeIbAAABhklEQVR4nO2ZQa6jMAyGP79EmmWQ5gA9CtysmiO9G5Cj9AZkWQn0z4LQTvueNLOhdMBeBCX6pPwyxrKNib9b/vgHCJxyyimnnHp3yqpFyM1kUJaTblNdh6BaSdIAdr5ErCNIkvRIvV7XrqlYn6WB9hMEAgoYhHEzXYekcjMtmeZFNx6Wik97IwXZmjc6tdji+1Qzzb3V+rPpelf1u6CymZk1YF2JANNc5myta9fUHPcP0X61+hlsqes4lHUlUkO+RNQD1jF53L+EmgzS1chNEBQz/WqC1/drUswtVKsRabhv69ncdPXvqv7/pqqzSXVRnyRpqH3tbO77VSiqdwlSD9SQHwAI8rhfkUKPRjuA+iTR3oLffb8KteSc2YIkjagnCJLn+1dQtzkmuQHr0u0FbKvrEFSps3o7XyLqS8S8vl+Zep6lKZ8E7fCzbrfSdUSq/jtJI7SXH7LuTXTtkfoyx8ynEVEalE9X87hfkXquc2iHZfE6Z2XqmznmeFvwOscpp5xyai/Ub8oE7htVRrYvAAAAAElFTkSuQmCC,2025-07-14 20:41:11,0,0,
QR_0016,iVBORw0KGgoAAAANSUhEUgAAASIAAAEiAQAAAAB1xeIbAAABiUlEQVR4nO2YQWrDMBBF39SGLBXoAXIU+WahN7OPkhvIy4DK70Ky26SUduM4tUcLgcUDf0aj4c+Y+H0NL3+AwCmnnHLKqWenrK4WBjOzbpxOulV17YKKkqQEdk6NgEaSpFvq8bp2QY01x/V2yuWkPIO1dW2Zau8PYnpvxbjcH536iTKzg6x74B+dCpJ6QH2oNUdSXl/XlqlacwYDoMHipc3Au62raw9Uif3nYEHD6WoQbkcNz6p+C5R1Y1s2ANQD1n0m/3Or/6/U5HPC1RhOGYODYDyi4Zjc3y9JoboyxATE1Igoiahcm67+WdX/b6rGvg95Mjahdri11/XYL0aV2BNTUyKunkblBUB9AR77Zai55tRFTKA+zPfhsV+M4uvIjJvkJ3i9fwQ1zzGL2elCni5gXV27oKY5pp0vLerHFnN/vzB1P8fUcGwyMb3Wz7V07ZGyDrAuZIiXeaK5vq4tUnNfK2Csia7S156u5nm/IHXvc2pfm9znLE99m2NCnjfc5zjllFNObYX6AK4H720hEhwsAAAAAElFTkSuQmCC,2025-07-14 20:41:11,0,0,
QR_0017,iVBORw0KGgoAAAANSUhEUgAAASIAAAEiAQAAAAB1xeIbAAABe0lEQVR4nO2aQW6GIBCF3xSSLuEGPQoeHY7SG8iyieZ1AVj/v4t2g/LrsDCKX8LLOIzPiUL8PdLbPyBAKaWUUkqp0Smpw5YzILeZ6VRdt6ACSXIGGMuEIUnykTpe1y2o3HI8zIBMAETEnq/rTpRMMGzJf8iKSm0j+Zr3h614W6qVFUcAGUCIqxAZ2H90jar+ElQSEREPAPmdMmGV6njO1XVpquT9Q2NhlboN+qyo1DaKlQwkEWYAcEszmq7eYBxV/WtTJfYkF9Swu2Wz+0Zj35Pa8n5pE24BOe/vauy7UklszfYIQyRv2l44V9elqZbZMFtPwZT3bCn6WnP6UdXfBwKAIyQ0hyNwM+QsXXegsG+ZwbC4G7ildHa03nekdh6TnA1/fE59ABr77lTrY8qULRiz3VX+8dW/JmWfrgmsVkL8EoTP1lIYVv1rU8+xB7IHkT2QPrb3wKjqr0E51q598oZIfhRdV6Z++5x2YNR+Tl9K9N8opZRSSqlbUN/Ch99Icwa4RQAAAABJRU5ErkJggg==,2025-07-14 20:41:11,0,0,
QR_0018,iVBORw0KGgoAAAANSUhEUgAAASIAAAEiAQAAAAB1xeIbAAABgElEQVR4nO2ZQWrDMBBF39SGLhXoAXoU5Wo9Um8QH6U3kJYFh9+FpCZxAu3GjhPPLAKWH/gzKH/kbxN/1/DyDwiccsopp5xaO2W1eiD3QG4r+7vq2gQVJUkJzN5HgE6SpEtqeV2boHLb4/GrLyv1b3BnXduiwndzmqWeuFWqn1xr2CXZnE90qlXrfRCQAbIhMpy/dK1V/WNTnI9UOhFTJ2JqK1GSDmtV/9iUTTIFI6QryDOFGSnbA/Voz9EYrIfBzC6o5XU9N3XuOVEjOoQRCKrG454zH1Vmrcg7IL8J6GTx0xCMve6la3NUGLE9R2PYdSrGswpdT0pVz4mpK1teh9ONhHvOnFTp/anqGVMjEMZ613s/CzU93+sQ6sAtP977+ajmOSXH7Nr2T0BMeO+XoH5zTLIZw/uIPkqafF9dz0xNszSGPRj0WPx69fx+WSrUMcuwO/p3qzmpGzlmD+RXQX5rprNW9Y9NXeeYZfT6OWd+appj3izPMZ1yyimnHp76AXcQ30EkwK/+AAAAAElFTkSuQmCC,2025-07-14 20:41:11,0,0,
QR_0019,iVBORw0KGgoAAAANSUhEUgAAASIAAAEiAQAAAAB1xeIbAAABcklEQVR4nO2aQW6DMBREZwpSls4NchRzdHOU3sBeVnI0XdgQQhftxoHGn4Ul8JMYfY0+nwEKvx/zxx8gwCijjDLKqLNTrMcIToksC0lyOlRXF5SXJEUA8y0DwCBJ0jP1el1dUKl6XCFdpACA5Hi8rp4oTsvyqjv2S427cyFdKaR2dzRqTzmVToP5lsEJgKR8vK53pqrvZwIABtB/XkTgzmN19UCV2m+DBfdFwD1HDWdV/w4Up0RiJlkaD9IIzNe7zfctKTzGeAUnAS4vG7HuKpxV/f+mau19BFDeqOJacaC+dFntm1C1zlIug42Cy8XyZfYx37ejFo87CT4OAjAIXttgwWrfhlp9ryXAWX3vI6zntKQ2z1o8LO/LNfN9U2p51pYcc9CmyxfzW+2bU2uOqfgcYR6s652pfZZGYA3UXB51lK5OqUGcAADpYt9OWlL7fl+W4Na50/p9M+pnjhlqpkBgzNZzGlK0f6OMMsooo7qgvgHCVgko+3FcggAAAABJRU5ErkJggg==,2025-07-14 20:41:11,0,0,
QR_0020,iVBORw0KGgoAAAANSUhEUgAAASIAAAEiAQAAAAB1xeIbAAABd0lEQVR4nO2aQW6DMBBF/y+WsjRSDpCjwNV6pN4gPkpuYC+RiH4XGBpIpXbjQGBmgcA8yV8j63s8QOHvCB//gACjjDLKKKO2TjGHy3dtGkfaVXUdgmokSRFAEwEAlSRJc+r1ug5BpbzG9VnnEZJufV17ptzimU089yw5o1FjLHMvoKOQys1o1JLykq4AEOjAFoCkfn1de6byug+DzVST59xnvrNV9e9NDbl/aCyES0fAz1sNW1W/B4ptIhFISjcHIDkg1Her70tSGOp4xUqAl9CMLi/F8e11q+rfmxqy+3vGgXzostwXobLfhzrOHD6de8LH9XQdiRr9HuEisfUddU12ri1KjX4/BuB7PHR2zHPKUXhsmaHST8YxNdQs92Woaa+dip0h472t+5dRUx9TESB5ynXO2rr2TD31MeE7Cqmm4HuntXQdkmpuJ7EFAKSTfTspSS39Pm+uPl/M7wtSz33Mr/NwxCXgevOcghTt3yijjDLKqENQ3x9F6JL9LUpnAAAAAElFTkSuQmCC,2025-07-14 20:41:11,0,0,
QR_0021,iVBORw0KGgoAAAANSUhEUgAAASIAAAEiAQAAAAB1xeIbAAABfUlEQVR4nO3aQW6DMBCF4X8KUpYg9QA9irlZz9QbwFF6A3tZieh1YdMmdNFuDCmMFyDgkxhZo7GZxMTvY3r6AwJXrly5cvXoyspoMeuvBmm5M+wa1ylUkCRFILy32EAjSdK92j6uQ6u2nFMP4Q00vcytSGDQzLvFdUZlrznvt3vjeVW7uhapHGq90dVadZJGgKkHGwBJ81ptH9eRVcn7yQBosBCfZ4Or7RvXGVSe+9vGQvdh0N23Gh41+iMoG5IZk5nlwkNqYeqvvr+vqVAZM4TvAg9IcXk6Pmr0/1vl2SXEplSZoHmZ8Xzpc19L3ewxBVCW2NQDXdwvrjMoblsHNNJIo5z849JY8Lyvo77qfRmEWEo9IeI1p6Za531ecEO+53lfVS1rbe5jNspfuHnbE/G830Kl0qvXCJjZpexz9o7ryGrdSzMwROpNdHOrveI6pQqxkQ0ApIv/dlJTreu9xk43B6/3FdWPPiZdeWLQzl5zKirz/0a5cuXK1SnUJ74d7ketsMraAAAAAElFTkSuQmCC,2025-07-14 20:41:11,0,0,
QR_0022,iVBORw0KGgoAAAANSUhEUgAAASIAAAEiAQAAAAB1xeIbAAABgUlEQVR4nO2YQW6DMBBF3xRLXTpSD5CjwNHNUXKASLCsBPpd2BCSLJoNAWJ7gYz9JH9ZwzDzTfw/2q8XIChUoQpVqELtnbI0HGYnsKafVppNdWVB1ZKkDqSLGVBJknRPvV9XFlSfYtzsLCkAZua215UTJV3mTPOeEws1j/b07hOzpaa04gX0YLXGuLZsuvaq/thUuvvWAKiA/kcGo22rKwfqMcbVngfSZ7ClrhwoYilZd9VUY3aVJA1xFovPsFf1x6bcbWop2kdT21QC/2vaSlcOFMsWikoKfgDiQyXu16Ti3SsACn5qbgOVwA/T7l7VfwblB6C3WN1Yw2jUF4c1G+v6ZCpF9jzSX1fDcrfE/SrUY74n2mgd0V8r+X59auFjasAaL7FosHau/uBUPztovUOhT0by5rqyotrTaDdDTWH9E7Ol3MO74a/O8FcXPZ46bKMrB+rRxxSMqG2+7wydvao/NvVU59RTeVnqnLWpJx9z8Ye9bexVfaEKVahCFepV6g87gt/v2ja0pQAAAABJRU5ErkJggg==,2025-07-14 20:41:11,0,0,
QR_0023,iVBORw0KGgoAAAANSUhEUgAAASIAAAEiAQAAAAB1xeIbAAABlElEQVR4nO2aSY6DMBBFXzWWsjRSHyBHMVfrI+UG+CgcIBJeRiKqXthGGRbdG8Jge4EYnsRXufgulxDl7+G//gFBpSpVqUpVauuUpGGQjrtAyHe6VXUVQTlVVR1B+2AAGlVV1Wfq87qKoELOcd82MeIiYtbXVRIlnb1lp/nMGys1Dzec3kv+Deg6IJVtxSoQAOxNlACPM7BV9YegvIiItADhpNJxj2XO2roOTcW8f8hx3yLpM1hTVzmUdIB0ISW6/uTPQLpVdR2bSnnvBcAqgr0acQoQzLSarhIo4h5Kx1TVaw+ojk9P+62q3zcVo4ubD9Co9nFfO9XYL0ml2GNT8mtPM08AqdlQY78I9VTn2AnBjgB3ATsia+kqgYqxz3V8kxdXezW4i+RJ2ar6fVMPfp88x07gdCKfVc9Ziso9hdCCu4C4waCE72j61XMWpMzLtfrzZMT1N8EN2Yo2q37f1GvsAVBCC/48Nxa2qn7f1Fsf0w0nxXdr6yqByvV9HM3TBsvmRbiutYtQUv+NqlSlKlWpIqhf+NjDzxuADUYAAAAASUVORK5CYII=,2025-07-14 20:41:11,0,0,
